title,txt,rating,revdate
Doesnt do a good job drying the dishes even on the max dry setting. Very disappointing.,Doesnt do a good job drying the dishes even on the max dry setting. Very disappointing.,60,"June 23, 2020"
This dishwasher is AMAZING! It is so quiet that sometimes...,This dishwasher is AMAZING! It is so quiet that sometimes I open it thinking it's not running! It cleans well and doesn't have a smell that some reviewers talked about. Very happy with it!,100,"June 23, 2020"
"I absolutely love the dishwasher, but the Home Depot purchase...","I absolutely love the dishwasher, but the Home Depot purchase and install process was horrible! I apologize for bringing up the install experience here, but they seem to be the only one in town who has this dishwasher. The dishwasher is fantastic and lives up to all expectations. I’d just suggest to buy the dishwasher and hire a plumber.",80,"June 23, 2020"
Cleans almost everything!  I use cheap dish detergent and...,Cleans almost everything!  I use cheap dish detergent and it clean off melted dried on cheese!  AMAZING!,100,"June 23, 2020"
I purchased this item for my rental unit since my...,I purchased this item for my rental unit since my previous Bosch dishwasher was broken.  The previous one was a working horse and lasted years.  The new unit is efficient and quiet.  It also has auto shut-off function in case of leakage.  Bosch remains my favorite brand when it comes to home appliance.,100,"June 23, 2020"
Really great! Highly recommended. My only complaint is the chemical...,Really great! Highly recommended. My only complaint is the chemical or mechanical smell that is still super strong after running 2 months into owning it.,80,"June 23, 2020"
I don't know how to raise the top 2nd rack....,"I don't know how to raise the top 2nd rack. The instructions show a button..but no button. I did not understand the Bosch Dry is different , now I do and I love it.",80,"June 23, 2020"
Silent and thorough - great cleaning power. Very happy so...,Silent and thorough - great cleaning power. Very happy so far!,100,"June 23, 2020"
Love my new Bosch dishwasher!!!! Great choice!...,Love my new Bosch dishwasher!!!! Great choice!,100,"June 23, 2020"
This dishwasher is excellent. Easy to install and the dishes...,This dishwasher is excellent. Easy to install and the dishes are sparkling clean.,100,"June 23, 2020"
This dishwasher was delivered on time and installing crew very...,This dishwasher was delivered on time and installing crew very good.,100,"June 23, 2020"
cleans well,"When my GE Profile DW died I was advised to get a Bosch, which I did. This machine cleans well but is not as versatile in loading as the GE. The tines are not adjustable which would really help on the upper rack. Glasses tend to tip over.  I like the high silverware rack.  The silverware bin that goes on the lower rack is impracticle and I had to remove it.  It takes up a huge section of the lower rack and does not come apart as my bin on the GE did. If this machine didn't clean so well I would be very unhappy. [This review was collected as part of a promotion.]",80,"June 23, 2020"
Great machine,This dishwasher is so quiet and dishes come out sparkling. Love it [This review was collected as part of a promotion.],100,"June 23, 2020"
So Very Happy,"We went round and round with two other brands, prior to our Bosch. 
Our Bosch is amazing, simple to operate, incredibly effective and well designed. [This review was collected as part of a promotion.]",20,"June 22, 2020"
Super quiet,Cleans dishes very well & is extremely quiet. Doesn't dry dishes even on extra dry. Water is alway on back panel & top shelf's when cycles are completed. [This review was collected as part of a promotion.],60,"June 22, 2020"
Pretty easy to install ourselves. If you need to hardwire...,Pretty easy to install ourselves. If you need to hardwire the dishwasher to the power make sure you buy the junction box as well (https://www.homedepot.com/p/Bosch-Dishwasher-Power-Cord-with-Junction-Box-Accessory-SMZPCJB1UC/310320108). We've been running it for a few weeks and everything has been coming out really clean! I even put a casserole dish in there with a good amount of food stuck on it and it came out clean. My husband said he noticed some dishes come out cloudy but I haven't encountered that problem myself. I love the third rack for small items and silverware! But we did notice that if silverware is really dirty it doesn't clean as well on the third rack and should be put in the silverware basket on the bottom rack. It runs very quietly and overall we are pleased with this purchase!,100,"June 21, 2020"
Awesome,We love our new Bosch dishwasher. At first we weren't sure because it took us a while to find the right cycle for us but auto and extra dry seems perfect. [This review was collected as part of a promotion.],100,"June 21, 2020"
Cannot load the bottom basket with our dishes because it is so flimsy the basket flexes and drops...,"Cannot load the bottom basket with our dishes because it is so flimsy the basket flexes and drops off the track. Takes two loads, nearly 5 hours, to clean our dishes. Poor quality. Sorry I didn’t opt for the much cheaper alternative.",40,"June 21, 2020"
We have had this dish washer since April 2019 (14 months). We love this machine on the inside. So...,"We have had this dish washer since April 2019 (14 months). We love this machine on the inside. So much room and versatility to arrange the racks differently. We love the utensil drawer at the top, which allows for removing the utensil rack at the bottom (even more space). It is also incredibly quiet. Giving it 3 stars because we had a problem already with a cheap internal plastic piece coming off repeatedly and making the drawer difficult to slide. The other major complaint is that the main plastic faceplate (where the Bosch name is, where you grab to open the machine) has cracked. The suction is so great within the machine, that the plastic face plate cannot handle the intensity it takes to pull the door open.",60,"June 20, 2020"
Stinky Dishwasher!!,"I purchaed this dishwasher two months ago and while I was pleased with the way it cleaned my dishes, it has a major problem.  It stinks, and I mean that literally.  It smells like a swamp in my kitchen and now my dishes are smelling like fish.  I called Bosch customer service and they agreed to send out their factory service tech.  He examined the machine and labeled it sound.  He said that the door needs to be propped open (It doesn't say that in the owners manual.) Well I can't because then my kitchen would smell like a swamp. He suggested I use a dishwasher cleaner, which I did.  It smelled even worse after running that cleaning cycle. Now all my dishes smell.  It is awful.  They won't back up their product nor offer any working solutions.   I've seen multiple posts on several websites regarding this issue which seems to be a design flaw, but have not found similar unresolvable smell problems related to other brands. So please beware!!!",20,"June 19, 2020"
Excellent machine.,Definately an excellent maching for the price. Machine is very quite and efficient. Love the top tray. Would fefinately recommend this dishwasher to anyone looking for a new or replacement unit. [This review was collected as part of a promotion.],100,"June 19, 2020"
My only complaint is the instructions was  not In...,My only complaint is the instructions was  not In English,80,"June 19, 2020"
Super Quiet slow to dry,I love the look and how extremely quiet this dishwasher is. I would never run the dishwasher we used to own until I went to bed because it was so loud it was hard to hear the tv or talk to people. Now I turn it on and forget that it is running. I love the look of it and there is so much room. Overall this has proven to be a FANTASTIC purchase. The only downside is that it doesn't dry the dishes very well. [This review was collected as part of a promotion.],80,"June 19, 2020"
Best Dishwasher Ever!,My name is Linda and this is the first purchase for me for a Bosch Dishwasher.  I have never been so pleased with a dishwasher than with Bosch. The product runs so quietly I forget that I turned it on! My dishes are cleaned very well and the product is easy to maintain. Thank you very much! [This review was collected as part of a promotion.],100,"June 19, 2020"
Clean Dishes,"I am greatful to have clean dishes again without washing them by hand. The Bosch 300 is very quite and cleans very well. I would recommend it to any and everyone. A great product and holes more dishes than the reviews recommended.
Thank you Bosch for a great product. [This review was collected as part of a promotion.]",100,"June 18, 2020"
clean dishes,Dishes are very clean and we really like the upper rack silverware tray that makes it easy to load and unload. [This review was collected as part of a promotion.],100,"June 18, 2020"
super quiet!,The washer is so quiet that both my husband and I were shocked the first time using it. You can barely hear any noise when the AC or Fridge is running. It also does an awesome job of cleaning the dishes. Love it! [This review was collected as part of a promotion.],100,"June 18, 2020"
Dishwasher,"Silverware rack is very nice at the top. Cleans all dishes very good and very quiet 
The only bad thing is the drying even on extra dry dosn't dry good at all [This review was collected as part of a promotion.]",60,"June 18, 2020"
Solid,This is a great dishwasher - quiet and gets the job done. I am especially liking the sanitize feature during this pandemic! The third rack is fantastic and it has enabled me to remove the basket from the bottom to make more room for other items. Only feedback would be to make the racks on the bottom more adjustable. [This review was collected as part of a promotion.],80,"June 18, 2020"
"Mostly good, one caveat","You hardly know
 it's running...that's how quiet it is. Cleans dishes well. The big But is that dishes don't dry particularly well. [This review was collected as part of a promotion.]",80,"June 18, 2020"
"Spacious and quiet, this dishwasher has been a great upgrade....","Spacious and quiet, this dishwasher has been a great upgrade.  My only complaint is an odd smell in the main compartment from the factory.  It smells like something vaguely chemical, or plastic.  It seems to be diminishing over time, but it's still there after ~12 cycles.  Despite that one issue, I still rate the Bosch 300 a 5 out of 5.",100,"June 18, 2020"
"Finally, a dishwasher that works!!","I've had it for about a month now, and it's performed great! My last one, which was a Whirlpool that was about 5 years old died (good riddance). It never got the dishes clean, in fact I often found a few still dirty with crud, and the dishes were always wet after the cycle leaving me to dry everything by hand. The Bosch performs as a good dishwasher should. The dishes are squeaky (literally) clean and haven't had to rewash anything. Definitely worth every penny. Fingers crossed it lasts for the long haul! [This review was collected as part of a promotion.]",100,"June 17, 2020"
"It's very quiet and easy to use.  It does take longer than you expect to run, but that's OK.  We'...","It's very quiet and easy to use.  It does take longer than you expect to run, but that's OK.  We're still working on best loading method to fill it as much as possible while getting everything clean.  

I do not recommend using Home Depot install and take away old machine.",80,"June 17, 2020"
"Quiet, roomy and gets dishes clean!...","Quiet, roomy and gets dishes clean!",100,"June 17, 2020"
The Bosch dishwasher not only lived up to its Ability...,The Bosch dishwasher not only lived up to its Ability but it goes beyond that.,100,"June 17, 2020"
Fantastic dishwasher and worth every penny,"We bought this dishwasher a couple months ago and it has been nothing but fantastic. Having a variety of different cycles is great and even the fastest one (60 minute cycle) gets dishes nice and clean. I've put some dishes in with food stuck onto it thinking it would not clean it of but I haven't run into anything it hasn't cleaned so far. The silverware third drawer helps clear out a lot of clutter and the adjustable top shelf helps out a lot for increasing the amount of space you have.

The only complaint which is a minor one is that to get dishes completely dry the extra dry button is usually needed. Otherwise I would definitely recommend this dishwasher to anyone [This review was collected as part of a promotion.]",100,"June 17, 2020"
Dishwasher was easy install. Super quiet. Looks and works great...,Dishwasher was easy install. Super quiet. Looks and works great,100,"June 17, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 17, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 17, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 17, 2020"
Best dishwasher we’ve had yet.   Super quiet and...,Best dishwasher we’ve had yet.   Super quiet and super clean dishes.   Great product,100,"June 17, 2020"
e24 error message,"e24 error message all the time. Customer Service will drop your call when it is experiencing 'high call volume', which is apparently 24/7/",20,"June 16, 2020"
Lives up to the good reviews I’d researched. The third...,Lives up to the good reviews I’d researched. The third rack for utensils is super convenient.,100,"June 16, 2020"
Better than previous Bosch,"Had to replace non-working (2007) Bosch dishwasher. Our new Bosch is even quieter, more efficient, 3rd rack. There's no 'signal-beep' when unit is done. Still navigating the tines for dish placement. [This review was collected as part of a promotion.]",100,"June 16, 2020"
No damage and installed pretty easy.... nice dishwasher...,No damage and installed pretty easy.... nice dishwasher,100,"June 16, 2020"
This dishwasher is so quiet and I love the third rack. Highly recommend!,This dishwasher is so quiet and I love the third rack. Highly recommend!,100,"June 16, 2020"
Great design and Quiet!,Hardly hear my Bosch dishwasher at work and the layout makes it easy to get everything I need inside.  It's like somebody who uses a dishwasher actually designed it for once! [This review was collected as part of a promotion.],100,"June 16, 2020"
Fantastic,"This is my 3rd Bosch dishwasher.  By far, this one is the quietest and cleans so well.
Wouldn't buy any other brand.  Highly recommend!",100,"June 16, 2020"
NICE...,NICE,100,"June 16, 2020"
Definitely a decent dishwasher and no complaints but nothing spectacular that would justify the p...,"Definitely a decent dishwasher and no complaints but nothing spectacular that would justify the pricetag.

Even with using jetdry the only way the dishes aren't soaking wet after a load is by selecting the ""Extra Dry"" function. The cheaper dishwasher from my old apartment functioned better..granted it was stuck on the pots and pans setting it was at least consistent on super clean dishes and mostly dry at the end of it's really noisy cycle. The only thing this dishwasher has is that its quieter",60,"June 16, 2020"
"It's definitely quiet, that's the best I can say for...","It's definitely quiet, that's the best I can say for it.  It takes nearly 3 hours to run a regular cycle with 'extra drying time'.  Even after that, the dishes are completely soaking wet.  We then have to prop the door open for a couple hours so that everything can drip dry.  If I could return this dishwasher, I would.  I'm completely disappointed.",40,"June 16, 2020"
This Bosch dishwasher replaced another Bosch dishwasher I bought 15+...,"This Bosch dishwasher replaced another Bosch dishwasher I bought 15+ years ago that got daily use and had recently gone out.

I bought this 300 series based mainly on reviews I found one doing research. At this point I’ve had my new 300 series for about two weeks.

One improvement this new dishwasher has over the old is that the buttons/controls are not on the facing of the dishwasher door. We have a rolling island in our kitchen and I think it may have hit those buttons and broken one or two of them. I had been without  Rinse and hold for several years.

My old Bosch dishwasher was quiet but this one is quieter. I also feel like this new dishwasher has more room than the old though it takes the same amount of space. The third rack on the top which I am new to might not be for everyone as it requires more meticulous placing of silverware than with the basket down below (Which is still an option in this new dishwasher). It Works for me though. I find the time spent placing the silverware in the third rack is made up somewhat during unloading when everything is already nicely sorted.

Home Depot delivery and installation went without a hitch.

Overall a Very good experience",100,"June 16, 2020"
"Great dishwasher, great service...","Great dishwasher, great service",100,"June 16, 2020"
Cleans the dishes and does it very quietly.  After...,"Cleans the dishes and does it very quietly.  After installing, the only noise I hear is the drain water going into the sink.",100,"June 16, 2020"
"Good quality, design and value....","Good quality, design and value.",100,"June 16, 2020"
It is very quiet. I think the padding to make...,It is very quiet. I think the padding to make it quiet takes away from the capacity of the inside.,80,"June 16, 2020"
Broke down after three washes!  Called Bosch they had...,Broke down after three washes!  Called Bosch they had a repairman come out the following week.  He said the control board was shot.  Waiting for the part as we speak (so far 10 days).  I wanted to buy another brand name that I was more familiar with but went with the Bosch because of Consumer Reports.  A $1000 mistake.,20,"June 16, 2020"
Most all functions and features work wonderfully. It is very...,"Most all functions and features work wonderfully. It is very quite. However, it does not dry the dishes.  They are always wet are cycle.  I use jet dry.  A Big Fly in the ointment for me.",80,"June 16, 2020"
Dishwasher,I love my dishwasher! I like being   able to set the time for the cycles. Love the top rack for knives. Dishes are super clean and glasses shine. I feel you could do better with operating instructions. It took me a bit to figure it out. [This review was collected as part of a promotion.],100,"June 15, 2020"
Love this dishwasher but.,"We were in need of a dishwasher and decided to spend a bit and get this Bosch and boy are we delighted with the performance. However, the child lock controls are a joke and these disable everything but the On/Off switch while the machine running. Wonder who was the genius who came up with this idea. [This review was collected as part of a promotion.]",100,"June 15, 2020"
Love this dishwasher but.,"We were in need of a dishwasher and decided to spend a bit and get this Bosch and boy are we delighted with the performance. However, the child lock controls are a joke and these disable everything but the On/Off switch while the machine running. Wonder who was the genius who came up with this idea. [This review was collected as part of a promotion.]",100,"June 15, 2020"
Bosch dishwasher,This is my Second Bosch and I love it. I bought this one for our new home. It is quiet and cleans well.,100,"June 15, 2020"
Quiet as a church mouse,"I've had by Bosch 300 Series for about 2 months now, and the first time I turned it on I had to shush everyone to figure out if it was actually on. A welcome change from my old Kenmore, which was like having a B-17 bomber in my kitchen. Dishes are easily cleaned and drying is fine if you use the drying agent. Very solid machine with easy functionality. Totally recommend.",100,"June 15, 2020"
DISH WASHER,Everything is working great. [This review was collected as part of a promotion.],100,"June 15, 2020"
Pretty Perfect Cleaning,"Our new Bosch dishwasher is easy to use, with a separate top flat rack for silverware and other items that are small or long and somewhat flat. We can hardly tell it's running if we don't look at it, it's that quiet. Dishes come out 100% clean 99.9% of the time. We don't have to think so much about our dish-cleaning anymore. They just go right in and come out clean. No rinsing necessary as long as full chunks of food get scraped off. The energy-saving drying cycle seems to work well, too, although dishes are not always entirely dry. My husband installed it himself. He did need to run out and get one small part that he wished would have come with the machine (water line to dishwasher connector), but otherwise the installation worked out fine.",100,"June 15, 2020"
I LIKE HOW QUITE IT IS ALSO HOW WELL IT...,I LIKE HOW QUITE IT IS ALSO HOW WELL IT CLEANS,100,"June 14, 2020"
No noise but still dirty dishes,"I was truly disappointed that the ""Not necessary to rinse first"" dishes still had caked on food on them.  It was so quiet I thought it wasn't running, and maybe it wasn't except the timer kept ticking down the minutes.  After I started rinsing the dishes first everything is coming out fine - we are just two people, and we don't run it every day, so for food to sit  on them for a few days really doesn't help. [This review was collected as part of a promotion.]",60,"June 14, 2020"
"Fairly quiet, but not as much as I had previously experienced with Bosch.  I do not like the cond...","Fairly quiet, but not as much as I had previously experienced with Bosch.  I do not like the condensation drying feature.  Even with the ""extra dry"" AND sanitize options selected, my dishes are still a bit damp after a cycle.  Also found a few dishes were not as clean as I expected  - I think it was because an arm was blocked.  Too bad there is no warning mechanism in place to warn the user of that.  When not blocked, the dishes are usually acceptably clean.... but wet.",80,"June 14, 2020"
Love this dishwasher.,It cleans so well and is very quiet.  We love the top rack and the way the middle rack is so adjustable.  It even cleaned our backed-on coffee pot. [This review was collected as part of a promotion.],100,"June 13, 2020"
Love the Bosch,"This is the quietest dishwasher we have ever owned. You have to really listen to hear if it it running. We have owned three other dishwashers in two houses, all different brands and the Bosch is in a class by itself. We have purposely tried to overload it with dirty dishes and it cleans them all every time. The third rack is a nice touch and we use it often. The only thing that could make it better would be fingerprint resistant stainless steel [This review was collected as part of a promotion.]",100,"June 13, 2020"
Pros: Washes well and is VERY quiet. 2nd rack being...,"Pros: Washes well and is VERY quiet. 2nd rack being adjustable is a bonus. 3rd rack comes in handy.Cons: Drys poorly. Have to use the ""extra dry"" setting every time and things still aren't dry all the way.  Also seems awkward to load but something I probably just need to get used to.",80,"June 13, 2020"
Great dishwasher. Highly recommend.,"We're really happy with our new dishwasher. If I were to be critical, I'd suggest making it just a little quieter and upgrade the buttons on the front to a bit more 'sturdy' buttons. Other than that it is truly a fantastic dishwasher! [This review was collected as part of a promotion.]",100,"June 12, 2020"
Quietest ever!,Super quiet and dishes are really clean when done. Love this dishwasher!,100,"June 12, 2020"
"Shhh, so quiet, you can hear a mouse pass gas!","I love my new Bosch dishwasher.  It is soooo very quiet.  You can't even tell it's running.  Many times, the first several weeks after install, I went back to check to make sure I had turned it on.  You can have an after dinner conversation without all that background noise.  Best of all are the squeeky clean dishes.  I finally have stopped looking for one that snuck by me.  They are all clean, every time.  Thank you for a wonderful, well made product.  Looking forward to many years of service. [This review was collected as part of a promotion.]",100,"June 12, 2020"
Love my Bosch,"My unit is easy to load and holds pots, dishes, bowls, silverware, knives, whatever I need to be cleaned.  This unit is so quiet I can barely hear it running.  I am more than pleased with my Bosch Dishwasher.  I was very worried because my old dishwasher was a Kitchenaid that was 31 years old and had never had a problem.  Because Kitchenaid had sold out to Whirlpool I wanted another brand and chose a Bosch.  So far I am thrilled with it. [This review was collected as part of a promotion.]",100,"June 11, 2020"
Impressive,"We are pleased with the performance and quite

We are pleased with the performance and quietness 
Maybe a twinkling of the racks for more capacity 

E",100,"June 11, 2020"
It’s terrible. My dishes aren’t clean or dry when cycle is over. Plus I ordered STAINLESS and rec...,It’s terrible. My dishes aren’t clean or dry when cycle is over. Plus I ordered STAINLESS and received BLACK. Home Depot has done nothing to fix my issues. Very disappointed.,20,"June 11, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 11, 2020"
An extremely well built machine!,"Our first Bosch lasted us 7+ years and did not give us any trouble during those years. Our new Bosch improved on our last one with an extra rack, is unbelievably quiet and is exceeding our already high expectations. [This review was collected as part of a promotion.]",100,"June 10, 2020"
Love it,Love it but doesn't dry all the way. Dishes are still a little wet. It is so quiet. [This review was collected as part of a promotion.],80,"June 10, 2020"
Bosch 300 series dishwasher,This is the third Bosch dishwasher I've owned ( different houses) and they just keep getting better!  My dishes have never been so shiny and NO RINSING before loading!  I love it! [This review was collected as part of a promotion.],100,"June 10, 2020"
SO quiet!,By far the best dishwasher we have ever owned! Incredibly quiet and our dishes have never been cleaner! Highly recommend! [This review was collected as part of a promotion.],100,"June 10, 2020"
Great product after we finally got it properly installed.,Great product after we finally got it properly installed.,100,"June 10, 2020"
Even better than the old one.,"I used to think my Bosch dishwasher was the best in the world. THen sold that house, had another brand in the new house, bought a Bosch to replace it, and it is the best dishwasher in the world.",100,"June 10, 2020"
We purchased a new dishwasher of a different manufacturer 4...,We purchased a new dishwasher of a different manufacturer 4 years ago and it was horrible. As soon as we ran the first load of dishes we knew we had made a mistake. Fast forward to our purchasing the Bosch 300 series and our first load in this dishwasher had our dishes cleaner than we have seen in a very long time. The three rack system is extremely helpful and the clean and dry cycles leave dishes sparkling. Great product!,100,"June 10, 2020"
I LOVE this machine. I did smell the manufacturing smell...,I LOVE this machine. I did smell the manufacturing smell mentioned in some reviews for the first few washes but left the door open and it soon disappeared. I took out the lower flatware container as the third row at the top was enough. The machine does a wonderful job!!,100,"June 10, 2020"
The washer is pretty flimsy and it doesn’t take much...,The washer is pretty flimsy and it doesn’t take much to have the bottom rack slide out entirely when putting dishes in.,60,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 10, 2020"
Great dishwasher - very quiet and great performance...,Great dishwasher - very quiet and great performance,100,"June 10, 2020"
The quiet when our Bosch 300 Series stainless steel with stainless steel tub is operating exceeds...,The quiet when our Bosch 300 Series stainless steel with stainless steel tub is operating exceeds our expectations.  The 3rd rack feature means our stainless steel utensils are spotless and dry when the cycle completes.  The 3rd rack frees up space in the lowest rack for larger items.  We've had our new dishwasher for a month and are really glad we bought it!,100,"June 9, 2020"
"The 3rd tray is nice, the washer seems to hold...","The 3rd tray is nice, the washer seems to hold less than other dishwashers and tall items, like bigger wine glasses and deep containers are hard to position. The set up instructions could have been better. The dish washer is quiet and does an excellent job of cleaning.",80,"June 9, 2020"
"For a highly regarded brand, I am disappointed in the...","For a highly regarded brand, I am disappointed in the quality of this appliance. It has a light cheap feel and after only a short time the wheels on the racks are already not rolling freely. The top rack falls off the slide rails easily.",60,"June 9, 2020"
Works great...,Works great,100,"June 9, 2020"
We are loving the Bosch! 3rd rack is awesome. So...,We are loving the Bosch! 3rd rack is awesome. So quiet. Gets dishes very clean. Dries reasonably well. Can put plastic on bottom rack. Love it!!!,100,"June 9, 2020"
Great product. So quiet you will never hear it. Great installation guys. Fast and clean. Very happy,Great product. So quiet you will never hear it. Great installation guys. Fast and clean. Very happy,100,"June 9, 2020"
Bosch dishwasher,I like the third rack on top ... quiet ... cleans well! [This review was collected as part of a promotion.],100,"June 9, 2020"
Excellent dishwasher. So quiet you literally cannot tell it's on...,"Excellent dishwasher. So quiet you literally cannot tell it's on half the time (like it's almost a problem because you don't know if it may be broken?). But then you open it at the end of the cycle and you know it's not broken, cause your dishes are efffing perfect. Like so beautiful. First purchase for a house we just moved into and wow, this was a great buy.",100,"June 9, 2020"
Very quiet and cleans well.,Very quiet and cleans well.,100,"June 9, 2020"
Runs perfectly. Worth every dollar....,Runs perfectly. Worth every dollar.,100,"June 9, 2020"
Excellent washer...,Excellent washer,100,"June 9, 2020"
Since I’ve only used it less than half a dozen...,Since I’ve only used it less than half a dozen times it’s performing beautifully. Will be interesting to see in a year or so. But right now I’m loving it!,100,"June 9, 2020"
So Quiet!,"I can't believe how quiet this dishwasher is!  We can barely tell it is running.  Sometimes I have to look at the screen and see the timer to know because it is so quiet.  It gets the dishes clean, even with my husband loading the dishwasher! [This review was collected as part of a promotion.]",100,"June 9, 2020"
Bosch 300 series dishwasher.,This is our 3rd Bosch and it cleans our dishes with no disappointments and it is by far the quietest one we've owned.,100,"June 9, 2020"
Works Great,"I am very happy with my Bosch dishwasher. At first there as an option sprinkler which I was a little confused about where it went. Other than that the dishwasher works great. I found that even on the ""normal"" setting it is very quiet. The dishes come out very clean (as long as you do a little washing yourself) so no complaints here. Overall, great dishwasher and I highly recommend it! [This review was collected as part of a promotion.]",100,"June 9, 2020"
"Installation team excellent. So far, this dishwasher has met all...","Installation team excellent. So far, this dishwasher has met all our expectations.",100,"June 9, 2020"
"Very happy with this dishwasher, gets dishes sparkling clean...","Very happy with this dishwasher, gets dishes sparkling clean",100,"June 9, 2020"
"We had this dishwasher in our previous home, so we...","We had this dishwasher in our previous home, so we bought another just like it for our new place. Very quiet. Easy install. Does a great job.",100,"June 9, 2020"
Even though the outside is the same dimension as any normal dishwasher it is significantly smalle...,"Even though the outside is the same dimension as any normal dishwasher it is significantly smaller on the inside

Does not clean the dishes propery. We tried every cycle. We have to scrub the food before we use. At the end the dishes smell like wet dog. 

Definitely doesn't worth $900",20,"June 9, 2020"
"Washes great, does leave some residue of water inside door,...","Washes great, does leave some residue of water inside door, even on extra dry.Was a little hard to install because the top of the unit has a hump in middle, we had to gouge under our counter",100,"June 9, 2020"
Dry surprised and impressed.  Everything shiny and spotless ....,Dry surprised and impressed.  Everything shiny and spotless .,100,"June 9, 2020"
Everything I expected and  more. The silverware rack is great. What consumer reports said was rig...,Everything I expected and  more. The silverware rack is great. What consumer reports said was right on. Quality is very good. Dishes are spotless when taken from dishwasher.,100,"June 9, 2020"
Bosch 300 Series,It runs like a champ.  Only reason I didn't give it 5 stars was I still haven't gotten it to turn on the floor light that shows if it is running. [This review was collected as part of a promotion.],80,"June 9, 2020"
"Excellent, super quiet, glasses come out sparkling...","Excellent, super quiet, glasses come out sparkling",100,"June 9, 2020"
"Very quiet, straight forward controls, and cleans dishes well. ...","Very quiet, straight forward controls, and cleans dishes well.  Bosch Dishwashers are supposed to be reliable so this should be a great purchase.",100,"June 9, 2020"
Super quiet,This is super quiet and gets my dishes clean. It doesn't fit as many dishes as my previous dishwasher. [This review was collected as part of a promotion.],80,"June 8, 2020"
Very Happy So Far,"So quiet!!  Dishes come out clean!  Love the 3rd rack for silverware! 
Beware - don't install electric box on top of floor at back of cabinet - not enough room - had to move electric box to adjoining cabinet.",100,"June 8, 2020"
The best dishwasher EVER!,This is so much better than the old one that we had. Cleans everything so much better. My wife is super happy I replaced our old one. It still worked but I knew it was on its last legs. The Bosch is so much better. Adjustable racks. The silverware holder at the top is great. Every piece is clean now.,100,"June 8, 2020"
Dishwasher,Nice and quiet just like I hoped it would be.,100,"June 7, 2020"
Solid Machine,"After a lot of research I ended up choosing this model, just because of the balance it struck between value and performance. So far my wife loves it. It's super quiet and does a great job. It's not the absolute best at completely drying the dishes sometimes but I had already read about that in other reviews and my wife says it doesn't bother her all that much. Overall we're very satisfied with this dishwasher. [This review was collected as part of a promotion.]",100,"June 7, 2020"
BOSCH 300,"GREAT PRODUCT, HOWEVER THE DOCUMENTATION THAT COMES WITH THE UNIT IS LACKING AND CONFUSING.  WE HAD DIFFICULTY IN STARTING OUR FIRST WASH SO I WENT TO THE WEB AND PRINTED 43 PAGES OF DIRECTIONS. [This review was collected as part of a promotion.]",100,"June 6, 2020"
ALWAYS HAS WATER ON THE INSIDE OF DOOR,I HATE THIS DISHWASHER.. RAN THE CYCLE AND OPENED AFTER IT WAS DONE AND INSTEAD OF IT BEING ALL DRY THEY IS ALWAYS DROPS ALL OVER THE DOOR..  HATE IT.. FEELS MOIST INSIDE TOO [This review was collected as part of a promotion.],20,"June 6, 2020"
truly excellent,"Having moved 14 times with the military and experienced the daily frustrations with cheaply made products, I appreciate decent appliances but this dishwasher is beyond my hopes or expectations.  The machine is well designed and quiet.   After a few days of  overcoming habit and forcing myself to use the cutlery top shelf, I now love how quickly I can unload the utensils and how much more I can get in the bottom basket.  Everything comes out clean, which was not the the case with the dishwasher we replaced, which was a well known brand and top model.    I definitely recommend this machine and am grateful I had friends who recommended it to me. [This review was collected as part of a promotion.]",100,"June 6, 2020"
Level Up,"I've had several dishwashers in my lifetime and this is by far the best - and also most expensive. You get what you pay for in my experience. The Bosch is quiet and the interior sleek. Flatware washed in the top level comes out amazingly clean and the flex space in the middle rack makes it very easy to load cups, mugs and Tupperware. The bottom section doesn't seem to line up quite properly for full loading of large plates, but that's the only negative I have encountered. A solid machine that I expect to happily use for years to come. [This review was collected as part of a promotion.]",100,"June 6, 2020"
Love how quiet & efficient this dishwasher is! Installation was...,Love how quiet & efficient this dishwasher is! Installation was great!,100,"June 6, 2020"
Absolutely do not dry dishes. Came already wet inside with terrible smell. Though maybe it was of...,Absolutely do not dry dishes. Came already wet inside with terrible smell. Though maybe it was of a jump of temperatures between the warehouse and outside but NOt. Looks pretty easy to install but NOT value it's price at all .y previous twice cheaper dishwasher made it.job much better,40,"June 6, 2020"
Spark Plug of a Dishwasher,Best dishwasher I've ever owned. Easy to load and operate. Love the quiet and the top shelf. Well-designed racks. [This review was collected as part of a promotion.],100,"June 6, 2020"
We've only had the dishwasher a few weeks. It does...,We've only had the dishwasher a few weeks. It does live up to it's claims. Quiet and performs as claimed. Hopefully it will stand the test of time.,80,"June 6, 2020"
Great dishwasher,Incredibly quiet [This review was collected as part of a promotion.],100,"June 4, 2020"
