title,txt,rating,revdate
Would of gave it a better rating except the bottom...,Would of gave it a better rating except the bottom rack doesn’t have a track on it. Just slides on the bottom surface which slides off a lot if your not rolling it out perfectly straight.,60,"August 18, 2020"
This dishwasher works as it described. Very quiet. Only issue...,This dishwasher works as it described. Very quiet. Only issue is it take long time to complete the cycles.,80,"August 18, 2020"
"Excellent product, excellent installation and service!...","Excellent product, excellent installation and service!",100,"August 17, 2020"
Very quiet,The machine is VERY quiet. It looks amazing and left no residue on my dishes.,100,"August 17, 2020"
,,20,"August 16, 2020"
Spacious,I love that their is separate slots for the utensils and it I have bigger utensils there is a slot on the top of the dishwasher.,100,"August 16, 2020"
This is the best dishwasher I've ever had. It gets...,"This is the best dishwasher I've ever had. It gets the dishes so clean, and it holds more than the cheap dishwasher that came with my new house. I love the Black Slate finish. Also it is really quiet; the kitchen is open to the living room, and now we can run the dishwasher while we're watching TV without having to turn volume way up.",100,"August 16, 2020"
We purchased the GE Adora to replace our 14 year...,We purchased the GE Adora to replace our 14 year old dishwasher and we are very please with how quiet this thing is. Washes dishes very well and it installed easily. Only wish they would have provided the elbow adapter that was needed to attach the water line.,100,"August 15, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,40,"August 15, 2020"
"Easy install, much quicker than our previous dish washer...","Easy install, much quicker than our previous dish washer",100,"August 14, 2020"
Product does not wash as good as my last GE big disappointment,Product does not wash as good as my last GE big disappointment,20,"August 14, 2020"
Works well and is soooo much quieter than our previous...,Works well and is soooo much quieter than our previous dishwasher. Has a nice sleak look and I love the third rack.,100,"August 14, 2020"
Cleans so good!  Love it!...,Cleans so good!  Love it!,100,"August 14, 2020"
Efficient and so quiet....,Efficient and so quiet.,100,"August 14, 2020"
It's a good dishwasher after you figure out what settings...,It's a good dishwasher after you figure out what settings will work in your home. Not as quiet as I thought it was going to be but I just run it at night. Overall its ok but was expecting more for the money I paid.,60,"August 14, 2020"
,,100,"August 14, 2020"
I had this product 3 weeks. The guy from Home Depot installed it and ran it. I’ve never used it. ...,"I had this product 3 weeks. The guy from Home Depot installed it and ran it. I’ve never used it. Week 3 I notice a brown mark on the stainless steel and try to wipe it off, the whole rag was brown after that. It looks as it rusted on the outside. The inside was completely wet from the first wash the Home Depot guy did. I called Home Depot they told me to call GE then GE tells me after 7 days they can’t do anything. Are you serious?? All the money I paid, had it less than a month and NEVER used it! Don’t waste your time.",20,"August 14, 2020"
Good looks,Like the look and bought the stove and refrigerator to match.,80,"August 14, 2020"
Broke within a week,"This dishwasher was installed by Home Depot.  It worked for 1 week, then completely went dead.  I called GE per Home Depots instructions and 2 weeks later a technician from GE came and said the motherboard was dead and it needed to be replaced. It’s going to take 2 months to get the replacement part. So far, it’s been a nightmare trying to get ahold of someone at Home Depot to make this right.  I worked on it for at least an hour today and gave up.  Very frustrated with GE and Home Depot.",20,"August 13, 2020"
New dishwasher,It was a quick install. I may alter my review as it was installed just 10 minutes ago.  I like the fact that the top rack is on wheel bearings and that GE has a solid reputation.   Hoping this one lasts longer than three years (we replaced from a different manufacturer and bought a GE this time).,80,"August 13, 2020"
horrible sound coming from pump,first week and already having pump issues. horrible loud sound coming from pump cant even sleep the sound is so loud.,20,"August 10, 2020"
Features abound,So many features compared to what I'm used to. The steam function especially.,80,"August 10, 2020"
"Can't get a hold with anyone, unit not working wasted 3 business days i had to take off work, bee...","Can't get a hold with anyone, unit not working wasted 3 business days i had to take off work, been w/out dishwasher for 2 months now. will never buy anything from home depot again with this customer support it is horrendous. you guys did 110BILLION in revenue, figure it out.",20,"August 10, 2020"
Beautiful appliance,This beautiful product was good for the price. Looks high end and has great features.,100,"August 8, 2020"
Very quiet. Love the third rack....,Very quiet. Love the third rack.,100,"August 8, 2020"
Do not buy,Looks nice but does not work well at all. 3 service calls in less than a year. should have gotten a Bosch,20,"August 5, 2020"
Great dishwasher. The third rack is awesome....,Great dishwasher. The third rack is awesome.,100,"August 5, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"August 5, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"August 5, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"August 5, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"August 5, 2020"
"This dishwasher makes a sound while running. More sound than it was rated too. Also, it doesn't c...","This dishwasher makes a sound while running. More sound than it was rated too. Also, it doesn't clean well. No matter how we load, what kind of detergent or what cycle we use there are always dirty dishes left. If we could return it we would.",40,"August 4, 2020"
Perfect Look and Quiet!...,Perfect Look and Quiet!,100,"August 4, 2020"
Overall my wife loves it.  Runs very quiet and...,"Overall my wife loves it.  Runs very quiet and is effective to get that crystal clear look on glasses.  Cleans well overall.  Install was a little involved but this was the first dishwasher I installed myself.  The dishwasher floor points could have been a little higher quality.  Mine looked slightly bent.  Getting the plastic side strip mounted was also a pain, but eventually successful.  Overall I love the performance of the unit so far.",80,"August 4, 2020"
Follow up to First one defective,Well the first one was defective.  Second one installed today.  Status indicator light on front of dishwasher doesn't work so now a repair is scheduled for one week away.  When you pay almost $900 for the dishwasher and over $1000 when installation is added you shouldn't have these problems.  Next time I go back to Maytag.,20,"August 4, 2020"
I was able to install dishwasher without any problems. Very quiet operational,I was able to install dishwasher without any problems. Very quiet operational,100,"August 4, 2020"
"Much quieter then I expected, easy to install on my...","Much quieter then I expected, easy to install on my own. No need to rinse dishes, it cleans them so well!",100,"August 4, 2020"
Product doesn't work and you won't provide a replacement until a repairman comes out which is 16 ...,Product doesn't work and you won't provide a replacement until a repairman comes out which is 16 days after arranging service.  This is terrible!!,20,"August 4, 2020"
Installing it was a nightmare....,Installing it was a nightmare.,100,"August 4, 2020"
I purchased the slate stainless steel and I like it...,I purchased the slate stainless steel and I like it so much better than regular stainless that always gets water marks on it. We are very happy with the machine it's quiet and so far has done a great job cleaning our dishes.  Delivery and installation were delayed several days and problematic because they refused to use our existing hoses and the ones they sent with the machine we're not long enough to connect to our sink.,100,"August 4, 2020"
Work well and quiet.  One bad design feature is...,Work well and quiet.  One bad design feature is the small compartment for the finishing rinse - can’t tell if the level is filled or low and very difficult to pour in the liquid.  Need a small funnel With small point to pour in the liquid.  Hate it!,100,"August 4, 2020"
Awesome features!!,I love the fact that the dishwasher has a third rack and its sooo quiet! You can't even tell its on! Runs very smoothly!,100,"August 3, 2020"
The produce seems great but we have had a leak since installation and cannot get anyone out to fi...,The produce seems great but we have had a leak since installation and cannot get anyone out to fix it. We had it installed through Home Depot and each cycle has water coming from underneath the dishwasher onto the kitchen floor.,20,"August 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"August 3, 2020"
Bottom rack is frustrating,"Overall this is a good dishwasher.  It's quiet, the dishes get clean, I love the top flat rack.  The only problem I have is the lower rack.  It doesn't stay on the track, keeps falling off!  My dishwasher has 8 or 10 wheels that snap on and off very easily.  I've had to order new ones twice since i bought it less than 4 months ago!  They are constantly falling into the bottom of the dishwasher and melting because of the heating element.  There is no way to get them to stay on so that the whole bottom rack doesn't fall off when you are loading or moving it!  
For that reason alone I would not buy or recommend this model.  Everything else is great, but it doesn't matter if I can't use the bottom rack.",80,"August 2, 2020"
Junk,After 2 uses the middle spray bar just fell off. The repairman showed us how to put it back on. Yes it keeps happening. I'm now back to washing dishes before I put them in the dishwasher. A cereal bowl wont even come clean after going through two cycles. Why do I even have it. The racks are cheaply made and the bottom rack constantly slips off the door. I had a Maytag for 15 years that I could put burnt on bake beans in and it came out clean. I've been jipped out of money and raging mad. I use every cycle possible in hope's that half of my dishes will come out clean. The only nice thing i have to say is it's quiet. Maybe because it's not doing anything.,20,"July 31, 2020"
Very quiet. Cleans well but doesn’t dry as well as...,Very quiet. Cleans well but doesn’t dry as well as expected.,80,"July 31, 2020"
Does not work.  I have called both Home Depot...,Does not work.  I have called both Home Depot and GE and neither has been able to make it work.,20,"July 31, 2020"
Really... you take 35 days to get the one I...,Really... you take 35 days to get the one I wanted and then inform me it still will be an additional 15 days to deliver! Then who knows how long it would have really taken? I will never shop HOME DEPOT again. Awful!!,20,"July 31, 2020"
Cleans well- very quiet- love it!...,Cleans well- very quiet- love it!,100,"July 31, 2020"
"At this point in time, I am very happy with this dishwasher. I do, however, have a problem with H...","At this point in time, I am very happy with this dishwasher. I do, however, have a problem with Home Depot. They advertised $50 off with the opening of a Home Depot charge card. Our bill does not reflect this offer, so that now I have to deal with calling the charge card company and try to get this straightened out. Not happy with this inconvenience.",80,"July 30, 2020"
Delivery people were on time and hauled off the shipping...,Delivery people were on time and hauled off the shipping crate. Easy to install. Very quiet machine.,100,"July 30, 2020"
We like the cleaning ability of our new washer. Also...,We like the cleaning ability of our new washer. Also has excellent space. Love the extra flat rack on top. The reason I don't give it 5 stars. It is too easy to accidentally lock or activate the keyboard on top. Way too easy. Also doesn't work well unless you purchase a specific detergent. don't feel like this is made clear when purchasing. But it cleans well with lots of space!,80,"July 30, 2020"
"Never worked since I opened the box, Home Depot did...","Never worked since I opened the box, Home Depot did nothing to assist told me to contact manufacturer. Still not fixed after 3 weeks and never had a dish ran thru it. I would never buy a appliance from Home Depot again.",20,"July 30, 2020"
Feels cheaply made. Bottom rack doesn’t stay in it’s so...,Feels cheaply made. Bottom rack doesn’t stay in it’s so called track when you pull it out and push it back in.  Only bought because of the slate color is what other appliances are.,60,"July 30, 2020"
Quite and efficient....,Quite and efficient.,100,"July 30, 2020"
We were in an immediate need for a dishwasher replacement and thought we had done an appropriate ...,"We were in an immediate need for a dishwasher replacement and thought we had done an appropriate amount of research but in our haste we ended up with a low end product. I didn't realize until after ordering that the GE Adora line is a rebrand of the economy Haier brand. I gave it 3 stars because it does clean well and dishes are dry at the end of the cycle which is an improvement over our last dishwasher. On the downside the racks are very cheap, the tub capacity is much smaller than our previous Whirlpool dishwasher, and the wash cycle is a crazy 3 HOURS long on the regular setting.",60,"July 30, 2020"
Not working :(,Just got it today and I’ve yet to get it to clean anything after being on hold for quite some time with GE they told me to unplug it and plug it back or turn it off at circuit breaker.  Still not working:(,20,"July 29, 2020"
First one defective,Looks nice but the first one delivered was defective.  Water would not pump out during drain.  Awaiting delivery of replacement.  Hope this isn't an indication of quality.,40,"July 29, 2020"
Great dishwasher!,Great dishwasher! Runs quiet and cleans well. Lots of space to put cooking utensils along with the usual dishes.,100,"July 28, 2020"
Great design and performance!!,"I LOVE my new dishwasher!!  It’s very modern design is so pretty in my kitchen, love the hidden controls, whisper quiet when running and my dishes come out sparkling clean..!!! Fabulous!!!",100,"July 26, 2020"
I love this dishwasher!,"It is super quiet and washes the dishes very well! I love the racks, they are spaced very well for all of my dishes. I especially love the top, third pull out drawer for long silverware.",100,"July 26, 2020"
Worked once,"Installed, worked one time then motor stopped pumping.  Now getting the run around about return/replacement.  Very dissapointed",20,"July 25, 2020"
Powerful and quiet,"Great dishwasher that is powerful, runs smooth, and is quiet.",100,"July 25, 2020"
Great dishwasher & very quite,Great dishwasher & very quite..................................,100,"July 24, 2020"
Considering this was just delivered yesterday and I have to...,"Considering this was just delivered yesterday and I have to go buy a part to complete installation, I cannot review at this time, hence the average.  I looks good and the delivery guys were super nice.  What I can say is that make sure you ask if anything additional is needed for installation if you are doing it yourself.  No one ever mentioned the 90 degree elbow that is needed (they did want us to buy a parts kit for an extra $25 but we didn't but they couldn't tell us what was in the parts kit.)  I will review the product if/when we get it installed.",60,"July 23, 2020"
Stopped working after one wash cycle....,Stopped working after one wash cycle.,20,"July 23, 2020"
Great dishwasher. I had to replace a very similar model due to an electrical issue caused by a se...,Great dishwasher. I had to replace a very similar model due to an electrical issue caused by a severe thunderstorm. Great options. 3rd rack easily removed to wash taller items on the top shelf. Very quiet. The dedicated silverware jets ensure they come out perfectly clean.,100,"July 22, 2020"
My overall experience should be higher.  The appliance does an excellent job cleaning a load of d...,My overall experience should be higher.  The appliance does an excellent job cleaning a load of dishes and pots.  But it's not as quiet as I thought it would be.  My biggest problem with this dishwasher is that the top rack (not the utensil rack) does not stay in once their are dirty dishes in it.  It keeps sliding open when I am trying to load the bottom rack.  Very annoying!!!!,60,"July 22, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,20,"July 22, 2020"
Sucks dog butt. Fricked my floor up. Wont be buying...,Sucks dog butt. Fricked my floor up. Wont be buying GE products again.,20,"July 21, 2020"
We are enjoying our purchase of the GE dishwasher super quiet Nice design,We are enjoying our purchase of the GE dishwasher super quiet Nice design,100,"July 21, 2020"
This dishwasher exceeded our expectations. It was modestly priced yet...,This dishwasher exceeded our expectations. It was modestly priced yet  operates and looks great. It's also super quiet. I would definitely recommend this dishwasher.,100,"July 21, 2020"
Night and day from the Samsung that it replaced. My wife said she never had cleaner dishes Then w...,Night and day from the Samsung that it replaced. My wife said she never had cleaner dishes Then with the GE. She’s happy I’m happy.,100,"July 21, 2020"
After two weeks of using this I'm still on the...,"After two weeks of using this I'm still on the wall about it. The shelves either are super nice, and slide really well or cheaply made and will not hold up. Loading it is kind of awkward but starting to get used to it. It feels like some of the wires on the rack are to spaced out to hold items up. Sometimes items too big and don't fit safely on the rack that they should. Cleans great. Super quiet.",40,"July 21, 2020"
Soft spoken,We are very happy with new Adora Dish Washer because of how quiet it is during a cleaning cycle.,80,"July 20, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"July 19, 2020"
Had it for 3 months all the bottom rack wheels fell off and melted,"I had my last dishwasher for over 10 years, so when it finally broke down we came to Home Deopt in search of a new one. The older man who helped us said that for the money the GE Adora series was wonderful. It ran quiet had 3 racks and was a great little number for the money. So after doing some research we went for it. We purchased on April 8, 2020 and got within 2 weeks ( mostly due to covid which wasn't an issue). We got the old one out, put the new one in with little to no issues at all. After about 5-8 loads I tried to pull the bottom rack out which seemed to become harder and harder to do, it would pull off track etc. Well come to find out 2 of the wheels had popped off and had gone behind the filter, so we couldn't see them, they were melted so rendered unusable. It is now July 18, 2020 and I have exactly 1 wheel left, the rest have all popped off and are making the bottom rack a nightmare to pull out and push back in. We have placed calls to GE, only no one seems to answer, I have emailed but nothing. Paying over $800 for something that is going to have issues right out of the gate really makes me angry. We work hard for our money and expect that when we purchase a large appliance it should at least work and not have any issues only weeks into getting it. If you are looking for a dishwasher that wont have issues and a company that will actually answer you when you do, pass this one up.",60,"July 18, 2020"
Dishwasher,Dishes are very clean/ No spots on glasses/ And very quiet!,100,"July 18, 2020"
Great dishwasher.  I love the stlides in it!,Love the drawer slides!!!  Love everything about this dishwasher.  It is the best!!!!,100,"July 18, 2020"
Awesome unit,"Great look, super quiet and up to date. Love this new addition to the kitchen",100,"July 17, 2020"
Great,"Easy install, about 5 hours. Fits perfect under counter.",80,"July 16, 2020"
Disappointed - Usually GE Products are Top Notch,Researched online and in store.  Kitchen full of GE Profile appliances.  The top rack for glasses has a grinding noise when it is pulled in and out.  Very disappointing.,60,"July 16, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"July 16, 2020"
"Confusing controls, doesn’t drain...smells","Doesn’t drain, hard to use controls and long wash times",20,"July 15, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"July 15, 2020"
Product not working. Please call me at+16318074953 Thank you...,Product not working. Please call me at+16318074953 Thank you,20,"July 14, 2020"
"It was very poor quality, the top rack broke the...","It was very poor quality, the top rack broke the first time I pulled it out. Need say more ?",20,"July 14, 2020"
Best dishwasher I’ve ever had. Actually cleans dishes. 3rd rack is awesome.,Best dishwasher I’ve ever had. Actually cleans dishes. 3rd rack is awesome.,100,"July 14, 2020"
"Do not work, waiting for service technician...","Do not work, waiting for service technician",20,"July 14, 2020"
"Leaks everywhere, installers left parts out and it has taken...","Leaks everywhere, installers left parts out and it has taken two weeks for GE to figure it out, and they said another month before they can return and fix this brand new dishwasher.  I’ll never buy GE again!",20,"July 14, 2020"
Very effective in cleaning our dishes.  Can be adjusted...,Very effective in cleaning our dishes.  Can be adjusted as needed for different wash cycles.  It is large enough to take a number of dishes and utensils.  Very pleased with it.,100,"July 14, 2020"
The only thing that frustrated me was the flange pieces...,The only thing that frustrated me was the flange pieces placed on the metal edge. It took 45 minutes to “slide” them into place during the install. The rubber was not mailable enough to manipulate it into place.,80,"July 14, 2020"
This product is horrible!! The product has broken down twice in 60 days. GE and Home Depot are r...,This product is horrible!! The product has broken down twice in 60 days. GE and Home Depot are refusing to let us return this horrible product! Don’t waste your money people!!,20,"July 13, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"July 13, 2020"
Looks nice but doesn't dry,"It looks great and cleans great but dishes come out cool and wet on any setting. I know that this is a problem that GE will correct but it's sad that now I need to spend time to deal with it. With the GE this replaced the dishes came out hot and bone dry, this one goes back if it's operating correctly.",40,"July 12, 2020"
Quiet cycle.,"This machine has a quiet run cycle.  With the 3rd rack though, height of items is somewhat limited on the main upper rack.",100,"July 12, 2020"
Dishwasher is excellent! Our dishes have never been cleaner.The installation...,"Dishwasher is excellent! Our dishes have never been cleaner.The installation was a different story. The team installing was extremely unprofessional, showed up an hour late as I was putting my kids down, and left sharp screws on my carpet (among other things).",100,"July 12, 2020"
Dishwasher is fine. Installation was not.,"I purchased this dishwasher and paid to have it professionally installed. HD needs to reconsider who they're using. After seven (7) appointments to have the washer installed, it still wasn't done correctly so I got someone else to do it. The washer itself is fine and works pretty well.",100,"July 11, 2020"
So far so good,i am surprised how very quite the unit runs. just getting to know all of the features since it was installed a few days ago.,80,"July 11, 2020"
Thrilled with this product.,The features and performance are what we had hoped for.,100,"July 11, 2020"
"I love that it steams, helps sanities dishes better....","I love that it steams, helps sanities dishes better.",100,"July 11, 2020"
SO FAR SO GOOD,"We just received and installed the dish washer.  What can I say. It looks great, matches my GE Slate Side By Side and Microwave, and is very quiet.  The other two GE products mentioned have been running great for 6 months, so I have high hopes the dishwasher will follow suit.",100,"July 9, 2020"
one week old leaks from top rear,properly installed leaks from top rear this particular unit is a lemon now will have to wait for ge tech to agree with diagnosis and ask for a full replacement with a working model-why did i buy appliances here? if i ever get a working model in my lifetime i will be happy to rereview a working model,20,"July 9, 2020"
Love the dishwasher the installation was a breeze. The men...,"Love the dishwasher the installation was a breeze. The men were very respectful with my wishes of wearing a mask. They came out with their mask on, which I really appreciated. Thank you",100,"July 8, 2020"
Installation is a PAIN,"Okay I have installed 50 dishwashers in my time and this is by far the most difficult install I have ever dealt with! Lets start with the leg screws, back legs do not have threaded hole to screw into. So when screwed in they sit in a cross thread uneven fashion. Also the legs are very rounded so to adjust using a crescent wrench, forget about it! Oh and you will need a partner or four. Drain hose is three feet long so I hope your dishwasher is close otherwise forget it. Electrical box cover is a pain. You have to slide it over the electrical piece and then get the extruding metal piece to sit in its place which requires you to smash the fragile electrical piece over. To top it off the screw supplied is to big for the hole (be prepared so are all the other screw holes). Best of all the screw to secure the washer in place is so short and has a flat tip to start the screw WHAT WERE THEY THINKING!!!!! Stop making crap, focus on one design and perfect it cause honestly its getting worse every new model.
There are so many things I can say about this dish washer. I just pray that the day after the warranty expires this doesn't break. I swear they make them this way. Oh and it took 6 weeks to show up NICE.",20,"July 8, 2020"
"Works great, is quiet and is much easier to load than my old dishwasher!!","Works great, is quiet and is much easier to load than my old dishwasher!!",100,"July 8, 2020"
I can't properly review the washer because after a month...,I can't properly review the washer because after a month of waiting for it to arrive now it has been almost two weeks and the thing doesn't work either from improper installation or just a faulty washer. STILL Home Depot hasn't procured a new contractor to install and has us trying to deal with the original one. This is the most difficult time I have ever had with an installation of an appliance.,20,"July 8, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,40,"July 8, 2020"
It is very quiet....,It is very quiet.,100,"July 8, 2020"
"Easy to install, however within the first couple times of...","Easy to install, however within the first couple times of pulling the bottom rack out, the front, right wheels broke off. Not real impressed with the bottom rack, but other than that we like the dishwasher.",60,"July 7, 2020"
Have not picked it up yet...,Have not picked it up yet,80,"July 7, 2020"
Flimsy front panel,"Arrived with a big dent, unfortunately I had it sitting in the box for a month while my kitchen was getting remodled.  Super quiet which is nice but the front is thing and feels cheap should be thicker metal in my opinion.",60,"July 3, 2020"
soap pods!!,"Right now I am not happy with my purchase at all!! I use the cascade pods that I put in my soap dispenser, need less to say after a wash most of the pod is still in the dispenser!!! Now I have to turn around and rewash the dishes that I just wash. Any help on this would be greatly appreciated.
TIA",40,"July 2, 2020"
"This was an upgrade from Home Depot, it was supposed...","This was an upgrade from Home Depot, it was supposed to have a bottle washer, but that didn't happen.",80,"July 2, 2020"
Haven't set it up and used it yet . Hoping...,Haven't set it up and used it yet . Hoping it works great based on reviews,80,"July 2, 2020"
Outside of the door was dented when we got it....,"Outside of the door was dented when we got it. It’s a very thin door covering and seems to be easily dented, not solid.",80,"July 2, 2020"
Works fine. Long run times....,Works fine. Long run times.,80,"July 2, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"July 2, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"July 2, 2020"
"Easy to use, dries well....","Easy to use, dries well.",100,"July 1, 2020"
Dishwasher,"My wife loves it, it works great, and it so quite.",100,"July 1, 2020"
Love the flat top rack,"Very quite, great options.  Items with a deep recess still have a little water when cycle is complete.",80,"June 30, 2020"
At first glance,"Installation wasn't difficult. The manual is pretty useless as far as operation goes but its a dishwasher right, not that crazy. I've only run one cycle through it and I'm a little disappointed that it didn't dry better. Perhaps that will get better once I see what the different cycles do.",80,"June 29, 2020"
just as advertised exactly as needed quieter than expected,"just as advertised
exactly as needed
quieter than expected",100,"June 29, 2020"
Bad motor,"In less than 2 months, 2 dishwashers....2 bad motors...
Purchased brand new, has not been a good experience.",20,"June 29, 2020"
Love the top controls and the finish is great,Installation was quick and effect. Quality and affordability is a GE halllmark.,100,"June 28, 2020"
an overall really good product,"The dishwasher does a really good job on any cycle with cleanliness.   I really also like the 3rd rack for utensils, etc. and the cleaning jets under the silverware rack which really gets the silverware clean. The fact that the second rack is adjustable helps too when dishes need are taller or smaller.  I also appreciate the various cleaning choices on the dishwasher.  Overall an excellent quality product.",100,"June 25, 2020"
Not cycling after only 5 days!!!,"Had the unit installed via Home Depot. Worked great for the first 4 loads. At the time would say it was definitely an upgrade. On the 5th day after install no matter which cycle mode is selected the dishwasher will lock and you can hear the motor start and water starting to fill and then it will immediately shut off. Went through all the troubleshooting steps with no result. Home Depot has immediately passed the issue off onto GE without even sending a tech out to verify the install on their end is correct and this is less than a week after install. Now having to go through what appears to be a lengthy warranty process. Sorry Home Depot, will be my first and last appliance purchase from you unfortunately. Terrible Customer Service!",20,"June 24, 2020"
Good product quiet and efficient.  Happy with product and...,Good product quiet and efficient.  Happy with product and installation by Home Depot.  Only con was pictures and descriptions showed bottle jets and this one does not have them.,100,"June 24, 2020"
Awesome Dishwasher,I love this new dishwasher.  Everything has been coming out CLEAN -- what a nice surprise!,100,"June 24, 2020"
"Cleans great, quiet, very happy with this purchase","Cleans great, quiet, very happy with this purchase",100,"June 24, 2020"
"I love this dishwasher, it is super quiet and works...","I love this dishwasher, it is super quiet and works like a charm",100,"June 24, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 24, 2020"
door seems a little flimsy and hardtop close....,door seems a little flimsy and hardtop close.,80,"June 23, 2020"
"Love this, cleans well and is quiet....","Love this, cleans well and is quiet.",100,"June 23, 2020"
The dishwasher is amazing. Super quiet! I didn’t know how...,"The dishwasher is amazing. Super quiet! I didn’t know how much I needed that third utensil shelf. Only needed to make one trip to Home Depot to pick up the elbow as it wasn’t an exact match to my old one. Other than that, a super smooth installation & runs great!",100,"June 23, 2020"
Good dishwasher with lot of features and and it seems...,Good dishwasher with lot of features and and it seems to hold more dishes than my 10 year old adora dishwasher which I replaced. Overall happy with the product,100,"June 23, 2020"
"My husband, who is quite handy, just installed our new...","My husband, who is quite handy, just installed our new dishwasher. There appeared to be a lot of directions, an the installation time was a couple hours. I would say the installation is not for an amateur. Running thru a first load, and am pleased with how quiet it runs. So far, everything is very good.",100,"June 22, 2020"
First Impressions are Good,"Deciding on an appliance is really hard so here are the reasons we went with this model of all units in the price range and first impressions. It was stainless steel (though not fingerprint resistant) and had the look we wanted, had the third rack which has come in handy in our old dishwasher and frees up space. Some tines on the bottom rack in the back are able to fold down to fit larger pots and pans. There are jets under the silverware that help get that clean. Finally, it was in stock and could be delivered in 3 weeks, which was not true of many models during COVID. The negatives were that its plastic(standard for the price range), the racks don't slide very easily, and a lot of reviews have mentioned issues with rollers falling off the bottom. It also can take over 3 hours with dry boost and sanitizing settings, which is a long time. It is also not fingerprint resistant and I think that will come to be annoying.  Upon the first wash, the dishes were very clean and mostly dry with just a few drops of water on a few dishes. The point of the dishwasher is to clean the dishes, so I'm glad that's the best feature. Overall we are impressed for the price and hope that it continues to perform well.",80,"June 22, 2020"
Love the 3rd shelf,Love the top shelf and that the middle shelf adjusts,100,"June 22, 2020"
Wheels do not function properly,We’ve had this unit for two weeks and two wheels on the bottom rack have already fallen off. You must be overly careful when pulling the bottom rack in and out.,40,"June 21, 2020"
Terrible experience.,"I purchased this dishwasher from Home Depot in early April. When we got it home and installed, the dishwasher itself was broken. The wheels kept falling off the lower rack and melting in the bottom. It took over 2 MONTHS, multiple service calls, and HOURS on the phone with GE, to get them to fix the problem. The issue? They put the wrong wheel housings on my dishwasher. Simple plastic parts, but it took them forever to respond and send the correct parts. I will NEVER buy from GE again. Product Quality is far from acceptable.

Home Depot rejected my earlier review because they don't want me to talk about customer service. So I'll just say this - they have a very loose definition of ""professional"" delivery and install. Buyer beware.",20,"June 19, 2020"
We still don’t have the product we bought. The installer...,"We still don’t have the product we bought. The installer said the old dishwasher couldn’t be removed and wouldn’t even try. It is absolutely removable. So we are not very happy with the experience and have no idea whether we like it, since we don’t even have it!",20,"June 18, 2020"
I really love this dishwasher! I chose this model because...,"I really love this dishwasher! I chose this model because of the extra jets to clean silverware and I have not been disappointed - I intentionally didn’t  rinse anything (mostly out of curiosity to see if claims were true) and have not had to scrape or re-wash anything. Something else I appreciate is how quiet it is, even standing right beside it I sometime have to check the color of the indicator light to tell if it is running or not!",100,"June 18, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 18, 2020"
terrible,"I have owned this dishwasher for about 3 years.  I bought GE because I thought it would last.  The washing is terrible, the dryer no longer works and it has begun having a stench despite doing all the things GE has told me to do to get rid of the smell.  I'm SO disappointed!!!",20,"June 17, 2020"
Would not fit in my space. Returned it and got...,Would not fit in my space. Returned it and got refund.,20,"June 16, 2020"
Dishwasher,it washes dishes. What more can I say. I don't like to do dishes,100,"June 16, 2020"
This unit looks great and is VERY Quiet.  The...,"This unit looks great and is VERY Quiet.  The sealing strips that go on the top and sides are nearly impossible to install and will not stay on. However, the fit was so tight to my cabinet that they are not needed anyway.",80,"June 16, 2020"
Run away... just run.,"After install machine worked for 10 mins then died. now it sits in my house mocking us as we wait for GE to fix it. this will be the last time we buy an appliance from Homedepot as they don't stand behind the products and working with GE to fix a 20min old dishwasher, that we are now on week 2 of waiting for them to repair it, and again I called them to have them inform me I better have all the paperwork since its been 2 weeks... yeah its been two weeks because your a failing company. We own rentals, and for years I stayed away from GE. Shame on me for giving them another chance.",20,"June 16, 2020"
